video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/shorts/p1vgF9gv5LQ,/@hawkpodcasts,Hawk's Podcasts / mdg650hawk,DC Dems #duet #democrats #washingtondc #dc #bothsides #congress #gavinnewsom #maga #dumb #wakeup,47K,16 hours,DC Dems Duet with: https://www.tiktok.com/@pearlclutch_ If you have the means and want to support Hawk you can become a ...,2026-01-20 20:32:25.710118
/watch?v=PWybo8JSkYQ&pp=ygUETUFHQQ%3D%3D,/@deanwithrs,Dean Withers,Pathetic MAGA Man's Brain BREAKS Trying To Answer A SIMPLE Question,23K,1 day,TheDeanWithersShow #DeanWithers #DeanWithersShow Pathetic MAGA Man's Brain BREAKS Trying To Answer A SIMPLE ...,2026-01-20 20:32:25.712538
/shorts/oRfrEtVDid8,/@MeidasTouch,MeidasTouch,Rogan and MAGA get BAD NEWS with Annoucement,251K,5 days,So we just got some news in that's going to make this guy and by the way all of the MAGA podcasters very very upset YouTube ...,2026-01-20 20:32:25.714740
/watch?v=Gqr1oYKjZeA&pp=ygUETUFHQQ%3D%3D,/@douginexile,Doug In Exile,Elon Musk BACKS MAGA  Candidate to REPLACE Mitch!!,49K,20 hours,Elon Musk has just donated $10 million to a MAGA candidate that Trump endorsed to replace Mitch McConnell in Kentucky!,2026-01-20 20:32:25.719028
/watch?v=K4U9JaXAOeE&pp=ygUETUFHQQ%3D%3D,/@TheRomanoReport,The Romano Report,MAGA Will Get Him IMPEACHED,215K,2 days,Trump supporters are making it more likely that Trump will be impeached and removed from office. Please subscribe to my two ...,2026-01-20 20:32:25.724088
/watch?v=ZmkI0jRwwFk&pp=ygUETUFHQQ%3D%3D,/@tytsports,TYT Sports,MAGA Losers CRUMBLE When Asked the Most Basic Question Imaginable,8.2K,1 day,Follow Coach Jackie on TikTok HERE: https://www.tiktok.com/@jcubedhax?lang=en Follow Coach Jackie on Instagram HERE: ...,2026-01-20 20:32:25.725345
/watch?v=WgNv-DILroI&pp=ygUETUFHQQ%3D%3D,/@MatthewCookeOfficial,Matthew Cooke,How to Lift the Curse of MAGA,17K,1 day,We can abolish ICE by the end of January. We can shut down any more talk of invading other countries. And we can force the ...,2026-01-20 20:32:25.727708
/watch?v=xjBFfgrw8k8&pp=ygUETUFHQQ%3D%3D,/@ponderingpolitics,Pondering Politics,AUDIO LEAK: Leavitt THREATENS MAGA host over Trump interview,81K,2 days,Karoline Leavitt threatens MAGA-friendly CBS anchor Tony Dokoupil after he interviewed Donald Trump. #politics #news ...,2026-01-20 20:32:25.729579
/watch?v=w3_jdlvtkH0&pp=ygUETUFHQQ%3D%3D,/@TimcastNews,Timcast,MAGA DUDE KNOCKS OUT 4 LEFTISTS IN SELF DEFENSE,347K,7 days,"ITS NOT A GAME, STOP ATTACKING PEOPLE. Antifa leftists attacked a maga guy who tries retreating several times but these ...",2026-01-20 20:32:25.730958
/watch?v=s4NnZ4adqQk&pp=ygUETUFHQQ%3D%3D,/@CouchPolitics,Couch Politics,MAGA Pundit HUMILIATED by Entire Panel in Trump Debate!,21K,1 day,This Republican pundit has gone further and further into the MAGA despair as he bootlicks like ive never seen before. This was a ...,2026-01-20 20:32:25.732233
/watch?v=zTIUjShhwSw&pp=ygUETUFHQQ%3D%3D,/@JackCocchiarellaShow,Jack Cocchiarella,FINALLY! MAGA Senator ENDS Trump Plot ... Greenland Threat BACKFIRES!,516K,3 days,Political commentator Jack Cocchiarella reacts to Donald Trump's latest Greenland problem. Connect with me on Instagram: ...,2026-01-20 20:32:25.734000
/shorts/j7OcgfkTrFI,/@robbyroadsteamer,Robby Roadsteamer,Singing at ICE in Los Angeles after being released by ICE in Minnesota!,144K,1 day,Robby Roadsteamer is free from ICE in Minnesota and is singing at ICE in Los Angeles! He loves his Latina community and is ...,2026-01-20 20:32:25.735251
/shorts/_xkCN-f5Nac,/@stevehofstetter,Steve Hofstetter,The Difference Between Republicans and MAGA - Steve Hofstetter,119K,3 weeks,"I don't help Trump supporters. Would you want to see a show like this? It's a variety comedy show with stand-up, sketch, interview, ...",2026-01-20 20:32:25.736710
/watch?v=dmfiQiOLmNk&pp=ygUETUFHQQ%3D%3D,/@itscoolintv,COOLIN TV,SHADY 'MEGA CHURCH PASTORS' THAT PROVES Druski's SKIT,95K,5 days,Druski's 'Mega Church Pastor' video broke the internet after he released it yesterday. It exploded so much that fans have been ...,2026-01-20 20:32:25.738326
/watch?v=_bxzsOi_umY&pp=ygUETUFHQQ%3D%3D,/@truthfromthepeople,TRUTH FROM THE PEOPLE,MAGA: Why a TRUMP VOTE is the Ultimate Dating DEALBREAKER For Many Women!,74K,2 weeks,"""We asked these women for their biggest relationship red flags, and the number one answer reveals a shocking truth about ...",2026-01-20 20:32:25.739554
/watch?v=5GFcKRn_DJg&pp=ygUETUFHQQ%3D%3D,/@CNN,CNN,MAGA infighting takes center stage at Turning Point conference,337K,4 weeks,This weekend's gathering of young Republicans and conservative influencers in the Arizona desert offered a glimpse into the ...,2026-01-20 20:32:25.741451
